ZIP Code,Home1MCount,HomeValueGrowth,Recreational Vessel Count,Area,Median_Income,Mean_Income,Private School Count,Wealth Score,Rank
33596,24,0,22,Valrico,112305,112305,0,1.328832538,267
33618,102,0,35,Tampa,79850,79850,0,1.321912828,268
32168,94,0,71,New Smyrna Beach,72967,72967,1,1.320958614,269
34652,25,0,141,New Port Richey,52396,52396,2,1.318464344,270
33615,44,0,73,Tampa,66257,66257,1,1.313612127,271
33026,15,0,33,Hollywood,87149,87149,0,1.308809771,272
34484,32,0,2,Oxford,90826,90826,0,1.307769235,273
32084,106,0,146,Saint Augustine,72965,72965,0,1.306472241,274
32835,19,0,16,Orlando,70183,70183,1,1.302865535,275
33884,139,0,16,Winter Haven,70516,70516,1,1.301478425,276
32926,49,0,27,Cocoa,65092,65092,2,1.300287097,277
33009,115,0,145,Hallandale,48196,48196,1,1.297664923,278
33166,94,0,101,Miami,78166,78166,0,1.297523287,279
32801,21,0,37,Orlando,77626,77626,1,1.29651812,280
33311,34,0,21,Fort Lauderdale,51918,51918,2,1.296338817,281
33569,28,0,44,Riverview,97500,97500,0,1.295348679,282
32950,6,0,19,Malabar,122905,122905,0,1.292371488,283
33187,21,0,44,Miami,113498,113498,0,1.291366088,284
33511,31,0,39,Brandon,77383,77383,0,1.288286512,285
34233,29,0,37,Sarasota,77041,77041,1,1.286783957,286
33401,158,0,90,West Palm Beach,60942,60942,0,1.283303228,287
33073,36,0,37,Pompano Beach,99269,99269,0,1.278926117,288
32218,31,0,22,Jacksonville,68363,68363,1,1.278796997,289
34639,6,0,28,Land O'Lakes,99959,99959,0,1.276871717,290
34679,0,0,3,Aripeka,33962,33962,0,1.275684275,291
32064,13,0,3,Live Oak,50315,50315,2,1.275176905,292
33594,0,0,34,Valrico,91969,91969,0,1.272333783,293
33434,98,0,33,Boca Raton,75480,75480,0,1.268044538,294
34714,18,0,6,Clermont,74470,74470,2,1.267484206,295
34120,0,0,32,Naples,90695,90695,0,1.266384618,296
32221,108,0,13,Jacksonville,82571,82571,1,1.264077779,297
33545,11,0,5,Wesley Chapel,108835,108835,0,1.263517628,298
32133,0,0,2,Eastlake Weir,157604,157604,0,1.263486531,299
34715,6,0,7,Clermont,97644,97644,1,1.262811093,300
34482,142,0,13,Ocala,71449,71449,1,1.26259582,301
33776,13,0,27,Seminole,101618,101618,0,1.26249569,302
33405,164,0,56,West Palm Beach,82945,82945,0,1.262012734,303
34984,51,0,46,Port Saint Lucie,79766,79766,1,1.255749734,304
33021,58,0,70,Hollywood,69249,69249,0,1.25291521,305
34201,70,0,9,Bradenton,124000,124000,0,1.249713562,306
32714,33,0,22,Altamonte Springs,67333,67333,1,1.249369611,307
33334,33,0,38,Fort Lauderdale,69512,69512,1,1.249269763,308
32806,46,0,29,Orlando,86653,86653,0,1.248717163,309
33142,34,0,36,Miami,37900,37900,3,1.24863534,310
33472,68,0,14,Boynton Beach,98289,98289,0,1.247517114,311
32720,34,0,38,Deland,67512,67512,1,1.247112524,312
34689,137,0,85,Tarpon Springs,66523,66523,0,1.247058655,313
32257,65,0,39,Jacksonville,75180,75180,0,1.246798006,314
32927,0,0,34,Cocoa,81969,81969,1,1.246514883,315
34736,0,0,5,Groveland,82478,82478,1,1.245455027,316
33773,28,0,11,Largo,74115,74115,1,1.243317038,318
32205,44,0,38,Jacksonville,60609,60609,1,1.243021252,319
33781,33,0,13,Pinellas Park,55378,55378,2,1.238188458,320
34113,118,0,68,Naples,76539,76539,0,1.237915273,321
32303,79,0,18,Tallahassee,63123,63123,1,1.236310459,322
34957,91,0,148,Jensen Beach,65658,65658,0,1.236303581,323
33764,37,0,41,Clearwater,64573,64573,1,1.229454802,324
32951,110,0,68,Melbourne Beach,88859,88859,0,1.228493191,325
33811,0,0,8,Lakeland,85821,85821,1,1.226464825,326
34949,44,0,146,Fort Pierce,92188,92188,0,1.225180842,327
33406,2,0,29,West Palm Beach,79696,79696,1,1.224204949,328
34698,50,0,100,Dunedin,67323,67323,0,1.223516391,329
32266,52,0,21,Neptune Beach,111025,111025,0,1.223243784,330
32949,33,0,24,Grant,126146,126146,0,1.222967318,331
34208,66,0,96,Bradenton,59899,59899,1,1.222306196,332
33931,101,0,138,Fort Myers Beach,80438,80438,0,1.221690035,333
34117,14,0,13,Naples,106155,106155,0,1.221537817,334
33617,25,0,23,Tampa,48651,48651,2,1.220316425,335
33785,62,0,72,Indian Rocks Beach,98750,98750,0,1.219731537,336
34637,0,0,8,Land O'Lakes,114328,114328,0,1.213889418,337
33194,0,0,9,Miami,119676,119676,0,1.212420745,338
34677,54,0,44,Oldsmar,85389,85389,0,1.212225408,339
33812,15,0,6,Lakeland,100569,100569,1,1.209539223,340
33991,8,0,33,Cape Coral,82927,82927,1,1.208209501,341
32327,74,0,50,Crawfordville,76714,76714,1,1.205268021,342
33710,40,0,53,Saint Petersburg,76908,76908,0,1.202821204,343
33444,141,0,45,Delray Beach,74803,74803,0,1.20135484,344
34232,31,0,36,Sarasota,81041,81041,0,1.199347319,345
34471,50,0,36,Ocala,60283,60283,1,1.198503172,346
32571,17,0,25,Milton,89137,89137,0,1.196109425,347
32935,41,0,63,Melbourne,63841,63841,1,1.195579454,348
34756,67,0,3,Montverde,124495,124495,0,1.195110296,349
33993,67,0,34,Cape Coral,89220,89220,0,1.19462188,350
33625,0,0,12,Tampa,83907,83907,0,1.192184296,351
33437,60,0,38,Boynton Beach,78941,78941,0,1.191633615,352
33952,62,0,92,Port Charlotte,56117,56117,1,1.190662569,353
34685,16,0,48,Palm Harbor,87658,87658,0,1.189835154,354
33777,48,0,25,Seminole,88680,88680,0,1.18754277,355
32408,130,0,71,Panama City,72322,72322,0,1.186725661,356
33445,67,0,46,Delray Beach,70748,70748,0,1.180262003,357
33125,80,0,34,Miami,40940,40940,2,1.177758353,358
33705,88,0,75,Saint Petersburg,70783,70783,0,1.177740202,359
32669,21,0,10,Newberry,102335,102335,0,1.170674563,360
32439,60,0,19,Freeport,77500,77500,1,1.170442621,361
33607,23,0,23,Tampa,66404,66404,1,1.170054152,362
33070,110,0,137,Tavernier,77228,77228,0,1.16907654,363
34285,104,0,64,Venice,67712,67712,0,1.168353191,364
33313,0,0,8,Fort Lauderdale,45408,45408,2,1.167675931,365
34114,59,0,56,Naples,81314,81314,0,1.167571149,366
34609,22,0,29,Spring Hill,79284,79284,1,1.167538082,367
32246,33,0,25,Jacksonville,78506,78506,0,1.162435529,368
32533,72,0,24,Cantonment,85459,85459,0,1.162251413,369
33441,81,0,140,Deerfield Beach,57257,57257,0,1.157769189,370
33179,211,0,38,Miami,61526,61526,0,1.15714763,371
32738,11,0,11,Deltona,76394,76394,1,1.157135944,372
33823,36,0,12,Auburndale,64248,64248,1,1.156877165,373
32503,54,0,79,Pensacola,67654,67654,0,1.154926855,374
32413,114,0,39,Panama City Beach,76010,76010,0,1.154711482,375
32569,59,0,26,Mary Esther,73762,73762,1,1.152990706,376
33306,167,0,65,Fort Lauderdale,82375,82375,0,1.149700349,377
32653,20,0,12,Gainesville,97700,97700,0,1.147274291,378
32208,15,0,15,Jacksonville,39873,39873,2,1.144691423,379
34112,97,0,75,Naples,68838,68838,0,1.143375315,380
32732,12,0,9,Geneva,112222,112222,0,1.143304711,381
34217,60,0,49,Bradenton Beach,90278,90278,0,1.142283596,382
32176,131,0,43,Ormond Beach,72248,72248,0,1.13711048,383
32920,29,0,73,Cape Canaveral,70734,70734,0,1.136125597,384
33322,14,0,38,Fort Lauderdale,69037,69037,0,1.136002366,385
33616,4,0,25,Tampa,88971,88971,0,1.135734693,386
33051,30,0,46,Key Colony Beach,94531,94531,0,1.131300047,387
33610,0,0,5,Tampa,49765,49765,2,1.129707315,388
32606,59,0,15,Gainesville,79888,79888,0,1.129244634,389
34797,0,0,6,Yalaha,127616,127616,0,1.129158185,390
32506,34,0,40,Pensacola,59978,59978,1,1.128132387,391
32444,24,0,71,Lynn Haven,89508,89508,0,1.127373121,392
34286,13,0,10,North Port,74712,74712,1,1.12598301,393
33426,43,0,23,Boynton Beach,76328,76328,0,1.124899655,394
32713,0,0,24,Debary,87354,87354,0,1.124825438,395
34237,0,0,16,Sarasota,63133,63133,1,1.124696412,396
32119,120,0,27,Daytona Beach,53795,53795,1,1.124256321,397
33066,0,0,20,Pompano Beach,56721,56721,1,1.124183205,398
33031,8,0,32,Homestead,107460,107460,0,1.123957168,399
32277,54,0,22,Jacksonville,60215,60215,1,1.121499516,400
32068,0,0,35,Middleburg,82410,82410,0,1.118968337,401
33170,0,0,10,Miami,68953,68953,1,1.117298764,402
32193,0,0,13,Welaka,55441,55441,0,1.116515488,403
34601,26,0,12,Brooksville,56365,56365,1,1.114278031,404
33182,22,0,21,Miami,96992,96992,0,1.112507016,405
32960,46,0,63,Vero Beach,52350,52350,1,1.108840722,406
34203,33,0,35,Bradenton,68030,68030,0,1.10840322,407
33177,28,0,34,Miami,77297,77297,0,1.105334556,408
32407,15,0,43,Panama City Beach,79052,79052,0,1.104056505,409
32086,25,0,60,Saint Augustine,74508,74508,0,1.103916579,410
33770,98,0,62,Largo,58071,58071,0,1.101313317,411
32778,26,0,19,Tavares,61815,61815,1,1.0996459,412
33510,9,0,12,Brandon,71057,71057,1,1.099619355,413
33576,30,0,6,San Antonio,77950,77950,1,1.098196506,414
33772,30,0,54,Seminole,74026,74026,0,1.097758044,415
32812,30,0,28,Orlando,74245,74245,0,1.097077385,416
33761,0,0,40,Clearwater,71839,71839,0,1.096868387,417
32073,0,0,68,Orange Park,76139,76139,0,1.096714941,418
32692,0,0,1,Suwannee,71481,71481,0,1.095327399,419
33144,20,0,31,Miami,59207,59207,1,1.094488314,420
33181,120,0,169,Miami,56473,56473,0,1.093410526,421
33774,35,0,33,Largo,76769,76769,0,1.092582481,422
33809,53,0,16,Lakeland,67112,67112,1,1.091995606,423
32547,67,0,74,Fort Walton Beach,67822,67822,0,1.091655359,424
32773,22,0,12,Sanford,63496,63496,1,1.091230474,425
33763,41,0,19,Clearwater,53552,53552,1,1.090398787,426
32780,42,0,65,Titusville,64670,64670,0,1.090345188,427
33043,39,0,63,Big Pine Key,92955,92955,0,1.08848661,428
33619,0,0,22,Tampa,63193,63193,1,1.084397255,429
32750,11,0,18,Longwood,85227,85227,0,1.082203382,430
33484,146,0,37,Delray Beach,56942,56942,0,1.080109266,431
33711,46,0,132,Saint Petersburg,68295,68295,0,1.078009252,432
32824,30,0,7,Orlando,80177,80177,0,1.074087886,433
32725,39,0,35,Deltona,70801,70801,0,1.073330782,434
32097,63,0,30,Yulee,89270,89270,0,1.07221349,435
33853,3,0,4,Lake Wales,40938,40938,2,1.071812974,436
33183,24,0,46,Miami,67741,67741,0,1.070030639,437
32536,10,0,36,Crestview,82643,82643,0,1.069559346,438
33549,29,0,27,Lutz,85066,85066,0,1.06944611,439
32608,53,0,20,Gainesville,60182,60182,0,1.069277538,440
32114,0,0,47,Daytona Beach,39906,39906,2,1.06714254,441
32807,25,0,9,Orlando,59583,59583,1,1.067128156,442
32724,36,0,30,Deland,72729,72729,0,1.065742037,443
33415,25,0,14,West Palm Beach,57199,57199,1,1.064681286,444
34952,28,0,101,Port Saint Lucie,60123,60123,0,1.064425411,445
33966,0,0,12,Fort Myers,86812,86812,0,1.063792612,446
32405,32,0,57,Panama City,71002,71002,0,1.063565926,447
33990,14,0,93,Cape Coral,70278,70278,0,1.063366397,448
33056,33,0,0,Miami Gardens,62255,62255,1,1.061541287,449
32967,44,0,77,Vero Beach,73875,73875,0,1.061402179,450
32548,56,0,81,Fort Walton Beach,63857,63857,0,1.059973037,451
33905,15,0,100,Fort Myers,70009,70009,0,1.058470269,452
33881,77,0,12,Winter Haven,53867,53867,1,1.056360133,453
33567,0,0,8,Plant City,85737,85737,1,1.055904678,454
32164,40,0,25,Palm Coast,71738,71738,0,1.052618006,456
33054,16,0,13,Opa Locka,42779,42779,2,1.051883913,457
33032,0,0,21,Homestead,74995,74995,0,1.051405298,458
33762,6,0,32,Clearwater,91024,91024,0,1.050862093,459
34983,0,0,69,Port Saint Lucie,72787,72787,0,1.050548665,460
33184,37,0,30,Miami,77443,77443,0,1.050006748,461
33135,32,0,9,Miami,37757,37757,2,1.048792543,462
33967,11,0,18,Fort Myers,84787,84787,0,1.046576153,463
33130,0,0,17,Miami,57933,57933,0,1.045926737,464
34734,0,0,0,Gotha,80625,80625,1,1.045741786,465
33903,45,0,126,North Fort Myers,56317,56317,0,1.044349986,466
33621,0,0,2,Tampa,117880,117880,0,1.04059625,467
32311,14,0,10,Tallahassee,80250,80250,0,1.040122576,468
33598,0,0,13,Wimauma,91649,91649,0,1.040007135,469
34292,10,0,46,Venice,80274,80274,0,1.03812544,470
32128,11,0,50,Port Orange,84164,84164,0,1.036175179,471
33169,22,0,13,Miami,59686,59686,1,1.033707212,472
32810,24,0,12,Orlando,58462,58462,1,1.030360235,473
33870,11,0,11,Sebring,50606,50606,1,1.030144402,474
32583,16,0,32,Milton,84957,84957,0,1.029361915,475
34138,0,0,1,Chokoloskee,95712,95712,0,1.028683172,476
32909,0,0,15,Palm Bay,76708,76708,0,1.027368199,477
34104,51,0,43,Naples,70301,70301,0,1.026708233,478
32024,0,0,11,Lake City,62066,62066,1,1.026284111,479
33033,7,0,22,Homestead,66662,66662,0,1.025951033,480
33309,28,0,71,Fort Lauderdale,73496,73496,0,1.025925642,481
32531,0,0,7,Baker,81313,81313,0,1.025498551,482
33860,54,0,4,Mulberry,62779,62779,1,1.023928567,483
32570,0,0,24,Milton,73615,73615,0,1.0223424,484
33122,0,0,21,Miami,83152,83152,0,1.021026154,485
34216,4,0,17,Anna Maria,99188,99188,0,1.020930545,486
32504,16,0,36,Pensacola,74067,74067,0,1.020924032,487
33909,0,0,19,Cape Coral,79096,79096,0,1.020842776,488
33563,14,0,6,Plant City,56318,56318,1,1.018683976,489
32968,38,0,27,Vero Beach,87801,87801,0,1.018559567,490
32817,0,0,22,Orlando,78546,78546,0,1.018537286,491
34137,0,0,0,Copeland,81228,81228,0,1.016488067,492
32820,0,0,10,Orlando,103675,103675,0,1.016056106,493
32805,0,0,5,Orlando,39425,39425,2,1.015831886,494
34769,11,0,10,Saint Cloud,58764,58764,1,1.014752584,495
34604,0,0,7,Brooksville,85111,85111,0,1.01361606,496
32404,51,0,62,Panama City,72208,72208,0,1.013534431,497
32401,86,0,104,Panama City,49901,49901,0,1.01154139,498
32830,0,0,0,Orlando,126250,126250,0,1.010297187,499
32833,0,0,12,Orlando,91277,91277,0,1.010040328,500
34759,0,0,3,Kissimmee,62373,62373,1,1.009201432,501
32514,18,0,40,Pensacola,66484,66484,0,1.00749306,502
34772,3,0,17,Saint Cloud,86900,86900,0,1.00409959,503
32784,0,0,9,Umatilla,69633,69633,1,1.003789075,504
32033,0,0,7,Elkton,83901,83901,0,1.003389529,505
32922,19,0,41,Cocoa,46138,46138,1,1.002708883,506
34746,0,0,13,Kissimmee,67677,67677,0,1.001921846,507
32798,0,0,1,Zellwood,60337,60337,1,1.001905783,508
33069,0,0,35,Pompano Beach,57462,57462,1,1.001798559,509
32829,0,0,3,Orlando,94138,94138,0,0.999475199,510
33635,0,0,10,Tampa,83843,83843,0,0.998683427,511
34981,37,0,4,Fort Pierce,64052,64052,1,0.998659519,512
33634,0,0,57,Tampa,69185,69185,0,0.997677465,513
33321,16,0,28,Fort Lauderdale,60013,60013,0,0.995254148,514
32060,31,0,4,Live Oak,56702,56702,1,0.995107077,515
33920,28,0,40,Alva,87601,87601,0,0.994620782,516
34684,32,0,39,Palm Harbor,67542,67542,0,0.993852621,517
34748,47,0,19,Leesburg,53768,53768,1,0.993556446,518
34739,0,0,0,Kenansville,107686,107686,0,0.989490243,519
34291,0,0,6,North Port,88109,88109,0,0.988371958,520
34480,67,0,12,Ocala,75334,75334,0,0.986387328,521
33954,0,0,13,Port Charlotte,83081,83081,0,0.984485866,522
32901,10,0,38,Melbourne,50646,50646,1,0.982774095,523
32580,0,0,10,Valparaiso,85385,85385,0,0.980321535,524
32615,43,0,9,Alachua,79983,79983,0,0.978967711,525
32118,47,0,57,Daytona Beach,60418,60418,0,0.978250585,526
32526,14,0,47,Pensacola,71651,71651,0,0.977855241,527
33559,40,0,10,Lutz,78264,78264,0,0.976991353,528
32220,0,0,5,Jacksonville,80236,80236,0,0.975642176,529
33172,22,0,42,Miami,61733,61733,0,0.974551257,530
33025,0,0,22,Hollywood,68120,68120,0,0.972552794,531
32907,23,0,23,Palm Bay,71827,71827,0,0.972460197,532
32763,16,0,9,Orange City,64022,64022,0,0.971746984,533
32124,0,0,13,Daytona Beach,89842,89842,0,0.970670939,534
33573,17,0,36,Sun City Center,68431,68431,0,0.968867188,535
32145,0,0,5,Hastings,81931,81931,0,0.966662081,536
33314,72,0,39,Fort Lauderdale,63791,63791,0,0.96609997,537
32132,21,0,14,Edgewater,53860,53860,1,0.965217337,538
33901,41,0,57,Fort Myers,51579,51579,0,0.9649096,539
33946,32,0,49,Placida,93466,93466,0,0.961963356,540
34653,1,0,18,New Port Richey,47660,47660,1,0.959952599,541
33839,0,0,3,Eagle Lake,93229,93229,0,0.959217825,542
34235,0,0,23,Sarasota,72948,72948,0,0.959124048,543
33004,8,0,86,Dania,50783,50783,0,0.957200297,544
32501,32,0,50,Pensacola,39127,39127,1,0.956881474,545
33527,59,0,6,Dover,77658,77658,0,0.956819965,546
33917,54,0,66,North Fort Myers,54198,54198,0,0.955603907,547
32958,28,0,62,Sebastian,68276,68276,0,0.954728802,548
32607,67,0,17,Gainesville,46517,46517,1,0.954338335,549
33922,0,0,35,Bokeelia,68579,68579,0,0.953681953,550
33837,16,0,7,Davenport,75861,75861,0,0.953615765,551
32539,65,0,12,Crestview,72521,72521,0,0.953567298,552
33805,11,0,7,Lakeland,55565,55565,1,0.95065942,553
33612,27,0,13,Tampa,43919,43919,1,0.948039357,554
34251,12,0,11,Myakka City,86487,86487,0,0.946901363,555
33803,29,0,37,Lakeland,63180,63180,0,0.9464836,556
33413,60,0,10,West Palm Beach,80527,80527,0,0.944046296,557
34205,38,0,55,Bradenton,51170,51170,0,0.943875762,558
33755,0,0,22,Clearwater,59613,59613,0,0.940399999,559
33174,52,0,26,Miami,59599,59599,0,0.940249393,560
32696,44,0,6,Williston,56944,56944,1,0.940228378,561
33603,16,0,18,Tampa,64632,64632,0,0.940221505,562
33189,16,0,22,Miami,66487,66487,0,0.937953692,563
33460,62,0,41,Lake Worth Beach,61702,61702,0,0.93764042,564
32129,52,0,15,Port Orange,65936,65936,0,0.936985121,565
32456,6,0,18,Port Saint Joe,73723,73723,0,0.93611905,566
32764,18,0,8,Osteen,84242,84242,0,0.934940756,567
32301,13,0,24,Tallahassee,50412,50412,1,0.934151276,568
34288,0,0,16,North Port,78750,78750,0,0.933931597,569
32744,5,0,4,Lake Helen,95096,95096,0,0.931366109,570
32244,32,0,24,Jacksonville,61652,61652,0,0.929886129,571
32463,0,0,0,Wausau,62125,62125,0,0.928680195,572
32962,0,0,48,Vero Beach,65137,65137,0,0.926621226,573
33782,67,0,13,Pinellas Park,65487,65487,0,0.925472774,574
34289,0,0,1,North Port,93952,93952,0,0.925386729,575
33570,43,0,36,Ruskin,69048,69048,0,0.924635868,576
32966,23,0,33,Vero Beach,63144,63144,0,0.924589735,577
32701,0,0,15,Altamonte Springs,62008,62008,0,0.923132225,578
32736,0,0,8,Eustis,83727,83727,0,0.922972837,579
33850,0,0,3,Lake Alfred,53877,53877,1,0.922058125,580
34420,0,0,5,Belleview,52551,52551,1,0.92189409,581
33759,11,0,61,Clearwater,63804,63804,0,0.921661998,582
34470,27,0,13,Ocala,49592,49592,1,0.920402927,583
33020,21,0,46,Hollywood,52535,52535,0,0.919718827,584
34987,23,0,16,Port Saint Lucie,79560,79560,0,0.918284479,585
33716,0,0,23,Saint Petersburg,73576,73576,0,0.915339917,586
34287,48,0,16,North Port,64229,64229,0,0.914919636,587
34116,8,0,13,Naples,69204,69204,0,0.91482925,588
34681,35,0,14,Crystal Beach,68000,68000,0,0.914577692,589
33592,59,0,15,Thonotosassa,65683,65683,0,0.914358223,590
33771,101,0,19,Largo,60139,60139,0,0.911185864,591
33534,23,0,7,Gibsonton,73600,73600,0,0.910350148,592
33712,30,0,30,Saint Petersburg,57729,57729,0,0.909723159,593
33525,71,0,14,Dade City,69697,69697,0,0.90960408,594
33168,27,0,7,Miami,58636,58636,1,0.906571745,595
33351,14,0,11,Fort Lauderdale,68996,68996,0,0.906220111,596
32222,9,0,10,Jacksonville,82782,82782,0,0.904796369,597
32796,11,0,34,Titusville,67399,67399,0,0.901396322,598
32321,0,0,1,Bristol,53491,53491,1,0.90110793,599
33897,0,0,2,Davenport,73457,73457,0,0.898178749,600
32136,76,0,38,Flagler Beach,72589,72589,0,0.896688207,601
32141,34,0,34,Edgewater,61110,61110,0,0.895199108,602
32622,0,0,0,Brooker,67587,67587,0,0.894428582,603
33947,12,0,21,Rotonda West,73453,73453,0,0.892243507,604
34951,14,0,30,Fort Pierce,63214,63214,0,0.892008796,605
33844,71,0,6,Haines City,60426,60426,0,0.890837579,606
34610,20,0,19,Spring Hill,73878,73878,0,0.890530029,607
32113,29,0,3,Citra,62401,62401,1,0.889986609,608
32735,0,0,1,Grand Island,68503,68503,0,0.889298032,609
32254,57,0,4,Jacksonville,36449,36449,1,0.888901144,610
32905,31,0,28,Palm Bay,56671,56671,0,0.888341935,611
34491,59,0,10,Summerfield,65900,65900,0,0.887513934,612
32053,0,0,0,Jennings,40750,40750,2,0.885231177,613
33981,30,0,54,Port Charlotte,71266,71266,0,0.883781698,614
34667,37,0,78,Hudson,51106,51106,0,0.882982346,615
33523,59,0,16,Dade City,60897,60897,0,0.882444578,616
32139,0,0,3,Georgetown,56806,56806,0,0.881964956,617
32131,73,0,17,East Palatka,66580,66580,0,0.881776737,618
32502,27,0,28,Pensacola,67548,67548,0,0.881702285,619
33442,0,0,53,Deerfield Beach,53413,53413,0,0.881177979,620
34207,95,0,39,Bradenton,49162,49162,0,0.880740349,621
32157,9,0,0,Lake Como,32057,32057,0,0.880153521,622
33778,36,0,12,Largo,63633,63633,0,0.879738443,623
33709,35,0,23,Saint Petersburg,52621,52621,0,0.87876146,624
32011,0,0,6,Callahan,77121,77121,0,0.876802625,625
33801,0,0,11,Lakeland,49210,49210,1,0.875622727,626
33403,26,0,30,West Palm Beach,69050,69050,0,0.875257475,627
33948,27,0,94,Port Charlotte,60788,60788,0,0.874352356,628
34222,55,0,24,Ellenton,66105,66105,0,0.873628316,629
32664,6,0,0,McIntosh,68523,68523,0,0.871594527,630
33971,12,0,7,Lehigh Acres,72784,72784,0,0.871539633,631
33190,0,0,9,Miami,75876,75876,0,0.870476209,632
33585,11,0,1,Sumterville,80972,80972,0,0.870371535,633
33565,47,0,12,Plant City,67403,67403,0,0.870009088,634
33417,2,0,16,West Palm Beach,50077,50077,0,0.869838707,635
34234,55,0,19,Sarasota,56607,56607,0,0.866645014,636
33461,44,0,21,Lake Worth,61218,61218,0,0.866066342,637
34474,9,0,8,Ocala,62150,62150,0,0.864436334,638
33604,11,0,15,Tampa,55988,55988,0,0.863381118,639
34788,125,0,12,Leesburg,57477,57477,0,0.862436728,640
34602,13,0,3,Brooksville,72054,72054,0,0.862183888,641
33873,0,0,4,Wauchula,51311,51311,1,0.862136069,642
33956,31,0,85,Saint James City,64539,64539,0,0.861951703,643
33126,0,0,39,Miami,55722,55722,0,0.861817145,644
33013,0,0,26,Hialeah,57242,57242,0,0.860067431,645
32333,41,0,6,Havana,56968,56968,0,0.860012889,646
33868,21,0,3,Polk City,74048,74048,0,0.859380998,647
33875,16,0,5,Sebring,76990,76990,0,0.859311216,648
34731,9,0,8,Fruitland Park,63329,63329,0,0.857316293,649
32822,18,0,8,Orlando,52944,52944,0,0.857059242,650
33765,25,0,17,Clearwater,61910,61910,0,0.856283034,651
34224,0,0,54,Englewood,56862,56862,0,0.853481901,652
34654,14,0,17,New Port Richey,64210,64210,0,0.852907141,653
32667,19,0,6,Micanopy,79440,79440,0,0.852751622,654
33613,173,0,27,Tampa,44642,44642,0,0.850933355,655
33161,46,0,26,Miami,55265,55265,0,0.850880571,656
32759,4,0,8,Oak Hill,61968,61968,0,0.849872789,657
33983,0,0,27,Punta Gorda,67705,67705,0,0.849295948,658
34608,9,0,10,Spring Hill,62197,62197,0,0.848040341,659
32040,8,0,3,Glen Saint Mary,76667,76667,0,0.847341408,660
33542,137,0,4,Zephyrhills,49011,49011,0,0.845525656,661
32435,43,0,7,Defuniak Springs,63017,63017,0,0.844502283,662
32726,25,0,15,Eustis,60750,60750,0,0.84393849,663
33035,0,0,10,Homestead,67601,67601,0,0.841660425,664
32767,0,0,3,Paisley,64772,64772,0,0.841626556,665
32009,0,0,1,Bryceville,77826,77826,0,0.841599914,666
32328,32,0,10,Eastpoint,67833,67833,0,0.841087656,667
33566,32,0,17,Plant City,71161,71161,0,0.840480885,668
33614,0,0,23,Tampa,51143,51143,0,0.840060411,669
33851,3,0,0,Lake Hamilton,77557,77557,0,0.838773844,670
34743,0,0,6,Kissimmee,59186,59186,0,0.838524361,671
32693,27,0,2,Trenton,64128,64128,0,0.836658364,672
33760,24,0,15,Clearwater,59489,59489,0,0.836351175,673
33055,93,0,10,Opa Locka,59728,59728,0,0.834412756,674
33127,5,0,7,Miami,41125,41125,1,0.8314032,675
32211,0,0,23,Jacksonville,55208,55208,0,0.830272171,676
33972,0,0,6,Lehigh Acres,73239,73239,0,0.829868259,677
33982,0,0,26,Punta Gorda,68514,68514,0,0.828332243,678
33825,18,0,4,Avon Park,46604,46604,1,0.826020636,679
32117,32,0,16,Daytona Beach,52132,52132,0,0.82600061,680
32809,79,0,24,Orlando,52203,52203,0,0.825593438,681
34947,16,0,5,Fort Pierce,44985,44985,1,0.824438682,682
34607,13,0,59,Spring Hill,61221,61221,0,0.82427004,683
33953,9,0,20,Port Charlotte,77227,77227,0,0.823769664,684
33409,18,0,26,West Palm Beach,65206,65206,0,0.82375184,685
34429,13,0,25,Crystal River,57716,57716,0,0.819275768,686
32709,0,0,2,Christmas,83015,83015,0,0.817375139,687
32304,47,0,3,Tallahassee,30823,30823,2,0.816424793,688
33907,41,0,48,Fort Myers,49826,49826,0,0.815859511,689
34476,14,0,14,Ocala,65429,65429,0,0.815615468,690
32534,0,0,24,Pensacola,59013,59013,0,0.81286865,691
32565,0,0,2,Jay,76838,76838,0,0.812013851,692
34481,58,0,11,Ocala,54639,54639,0,0.811404909,693
32626,0,0,4,Chiefland,49643,49643,0,0.810259294,694
34613,14,0,25,Brooksville,56175,56175,0,0.809902619,695
32358,0,0,5,Sopchoppy,73304,73304,0,0.809105076,696
34473,9,0,2,Ocala,70559,70559,0,0.807545513,697
32925,0,0,6,Patrick Air Force Base,82829,82829,0,0.807173204,698
34472,66,0,6,Ocala,61635,61635,0,0.805103133,699
34433,30,0,2,Dunnellon,70024,70024,0,0.804607556,700
34139,0,0,5,Everglades City,76250,76250,0,0.803484376,701
33830,8,0,6,Bartow,62636,62636,0,0.803119808,702
33068,11,0,10,Pompano Beach,63688,63688,0,0.801789158,703
32063,46,0,2,Macclenny,66453,66453,0,0.801677978,704
32464,0,0,3,Westville,57056,57056,0,0.798352218,705
32643,0,0,7,High Springs,69871,69871,0,0.798038654,706
33162,66,0,23,Miami,55993,55993,0,0.797440829,707
33167,16,0,5,Miami,59494,59494,0,0.794941214,708
32219,14,0,6,Jacksonville,65104,65104,0,0.794884159,709
34614,0,0,5,Brooksville,79560,79560,0,0.794322969,710
33147,81,0,11,Miami,47728,47728,0,0.793958993,711
33039,0,0,0,Homestead,66571,66571,0,0.793739054,712
32839,15,0,3,Orlando,50814,50814,0,0.792578941,713
32970,0,0,1,Wabasso,41394,41394,0,0.790813796,714
